trade_date,ticker,target_weight,target_notional_jpy,side,entry_price,exit_price,expected_oc_return
2025-08-28,1618.T,0.15,150000.0,long,23215.0,23720.0,0.021753176825328513
2025-08-28,1623.T,0.15,150000.0,long,33730.0,34290.0,0.016602431070263934
2025-08-28,1625.T,0.15,150000.0,long,40250.0,40540.0,0.007204968944099388
2025-08-28,1629.T,0.15,150000.0,long,93500.0,95070.0,0.01679144385026743
2025-08-28,1631.T,0.15,150000.0,long,23975.0,24195.0,0.009176225234619473
