date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-10-21,-0.00617189915865514,-0.0076642287579978844,-0.0014923295993427446,-6171.89915865514,-7664.228757997885,-1492.3295993427446,0.0,0.9923357712420021
