trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-10-23,1618.T,entry,buy,5.8765915768854065,25525.0,150000.0,10.0,150.0
2025-10-23,1618.T,exit,sell,5.8765915768854065,25950.0,152497.55142017629,10.0,152.49755142017628
2025-10-23,1623.T,entry,buy,3.8940809968847354,38520.0,150000.0,10.0,150.0
2025-10-23,1623.T,exit,sell,3.8940809968847354,38860.0,151323.98753894083,10.0,151.32398753894083
2025-10-23,1625.T,entry,buy,3.1914893617021276,47000.0,150000.0,10.0,150.0
2025-10-23,1625.T,exit,sell,3.1914893617021276,46370.0,147989.36170212764,10.0,147.98936170212764
2025-10-23,1629.T,entry,buy,1.4499758337361044,103450.0,150000.0,10.0,150.0
2025-10-23,1629.T,exit,sell,1.4499758337361044,103650.0,150289.99516674722,10.0,150.28999516674722
2025-10-23,1631.T,entry,buy,6.122448979591836,24500.0,150000.0,10.0,150.0
2025-10-23,1631.T,exit,sell,6.122448979591836,24370.0,149204.08163265305,10.0,149.20408163265304
